Official Name of Satellite,Country/Organization of UN Registry,Operator/Owner,Country of Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of Geosynchronous Orbit (Degrees),Perigee (Kilometers),Apogee (Kilometers),Eccentricity,Inclination (Degrees),Period (Minutes),Launch Mass (Kilograms),Dry Mass (Kilograms),Power (Watts),Date of Launch,Expected Lifetime (Years),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number
SMDC-ONE 2.4,NR,US Army Space and Missile Defense Command,USA,Military,Technology Development,,LEO,Polar,0,443,886,0.0315,120.3,98,5,,,12/6/2013,,Miltec,USA,Vandenberg AFB,Atlas 5,2013-072L,39472
SMOS,ESA,Centre National d'Etudes Spatiales (CNES)/European Space Agency,ESA,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,0,759,760,7.01E-05,98.4,100,658,630,1065,11/2/2009,3,Thales Alenia Space,France,Plesetsk Cosmodrome,Breeze KM,2009-059A,36036
SNaP-3 Alice,NR,US Army Space and Missile Defense Command,USA,Military,Technology Development,,LEO,Non-Polar Inclined,0,495,801,0.0218,64.78,97.68,5,,,10/8/2015,,US Army Space and Missile Defense Command,USA,Cape Canaveral,Atlas 5,2015-058G,40970
SNaP-3 Eddie,NR,US Army Space and Missile Defense Command,USA,Military,Technology Development,,LEO,Non-Polar Inclined,0,496,801,0.0217,64.78,97.69,5,,,,,US Army Space and Missile Defense Command,USA,Cape Canaveral,Atlas 5,2015-058J,40972
SNaP-3 Jimi,NR,US Army Space and Missile Defense Command,USA,Military,Technology Development,,LEO,Non-Polar Inclined,0,495,801,0.0218,64.78,97.67,5,,,,,US Army Space and Missile Defense Command,USA,Cape Canaveral,Atlas 5,2015-058M,40975
SNaP-3-1,NR,US Southern Command,USA,Military,Communications,,LEO,Polar,0,443,886,0.0315,120.3,98,,,,12/6/2013,,Naval Post-Graduate School,USA,Vandenberg AFB,Atlas 5,2013-072G,39468
SOCRATES,Japan,National Institute of Information and Communications Technology (JPN),Japan,Commercial,Technology Development,,LEO,Sun-Synchronous,0,618,629,0.000786,97.87,97.17,48,,100,5/24/2014,,"Advanced Engineering Services Company, Ltd.",Japan,Tanegashima Space Center,H-2A,2014-029C,39768
SOHLA 1,Japan,Astrotech SOHLA,Japan,Civil,Technology Development,,LEO,Sun-Synchronous,0,657,665,0.000569,98.1,98,50,,,1/23/2009,,Space Oriented Higashiosaka Leading Association,Japan,Tanegashima Space Center,H-2A,2009-002E,33496
SOlar Radiation and Climate Experiment (SORCE),USA,"NASA Earth Science Office/Laboratory for Atmospheric and Space Physics, Univ. of Colorado",USA,Government/Civil,Space Science,,LEO,Non-Polar Inclined,0,600,633,0.00236,40,97,315,290,348,1/25/2003,6,Orbital Sciences Corp.,USA,Cape Canaveral,Pegasus XL,2003-004A,27651
Spaceway 3,USA,Hughes Network Systems,USA,Commercial,Communications,,GEO,,-94.93,35785,35787,2.37E-05,0.06,1436.1,6100,3655,,8/14/2007,12,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5 ECA,2007-036A,32018
Spaceway F1,USA,"DirecTV, Inc.",USA,Commercial,Communications,,GEO,,-102.87,35785,35787,2.37E-05,0.05,1436.1,5993,3691,12300,4/26/2005,12.6,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,2005-015A,28644
Spaceway F2,USA,"DirecTV, Inc.",USA,Commercial,Communications,,GEO,,-99.08,35785,35787,2.37E-05,0.04,1436.1,5993,3691,12300,11/16/2005,12.6,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5 ECA,2005-046B,28903
Spainsat,NR,Hisdesat/Ministry of Defense,Spain,Military,Communications,,GEO,,13.06,35745,35826,0.000961,0.06,1436.1,3680,1467,,3/11/2006,,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2006-007A,28946
Spektr-R/RadioAstron,Russia,Astro Space Center of Moscow/Russian Academy of Sciences,Multinational,Government,Space Science,,LEO,Cislunar,0,1000,330000,0.957,51.46,8 days,3660,,,7/18/2011,5,Lavochkin,Russia,Baikonur Cosmodrome,Zenit 3SLBF/Fregat SB,2011-037A,37755
SpinSat,USA,US Naval Research Laboratory,USA,Military,Technology Development,,LEO,Non-Polar Inclined,0,406,419,0.000958,51.65,92.81,50,,,11/28/2014,,U.S. Naval Research Laboratory,USA,International Space Station,Cyclops Deployer System,1998-067FL,40314
SPIRALE-A,France,Ministry of Defense/General Delegation for Ordnance (DGA),France,Military,Technology Development,Infrared Imaging,Elliptical,,0,240,31342,0.702,2,547,117,,,2/11/2009,,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2009-008C,33751
SPIRALE-B,France,Ministry of Defense/General Delegation for Ordnance (DGA),France,Military,Technology Development,Infrared Imaging,Elliptical,,0,389,17480,0.558,2.1,314,117,,,2/11/2009,,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2009-008D,33752
Spot 6,France,Spot Image,France/Belgium/Sweden,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,696,699,0.000212,98.2,98.73,720,,,9/9/2012,10,EADS Astrium,France/UK/Germany,Satish Dhawan Space Center,PSLV,2012-047A,38755
Spot 7,France,Spot Image,France/Belgium/Sweden,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,643,660,0.00121,98.2,97.77,714,,,6/30/2014,10,Airbus Defense and Space,France/UK/Germany,Satish Dhawan Space Center,PSLV-CA,2014-034A,40053
SPROUT,Japan,Nihon University,Japan,Civil,Technology Development,,LEO,Sun-Synchronous,0,614,629,0.00107,97.87,97.13,7,,,5/24/2014,,Nihon University,Japan,Tanegashima Space Center,H-2A,2014-029E,39770
SRMSat,India,SRM University,India,Civil,Technology Development,,LEO,Non-Polar Inclined,0,850,868,0.00124,20,102.1,11,,,10/12/2011,1 yr.,SRM University,India,Satish Dhawan Space Center,PSLV,2011-058D,37841
SSOT,Chile,Chilean Air Force,Chile,Government/Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,622,624,0.000143,98,97.2,117,,,12/17/2011,,Astrium,France,Guiana Space Center,Soyuz 2/Fregat,2011-076E,38011
ST-2,NR,Singapore Telecommunications Ltd. (SingTel)/Chunghwa Telecom Co. Ltd.,Singapore/Taiwan,Commercial,Communications,,GEO,,87.99,35783,35791,9.49E-05,0.02,1436.12,5090,,,5/20/2011,15,Mitsubishi Electric Corporation,Japan,Guiana Space Center,Ariane 5,2011-022B,37606
Star 1 C1,Brazil,Star One (SES [Société Européenne des Satellites (SES)]),Brazil,Commercial,Communications,,GEO,,-64.98,35703,35778,0.000891,0.03,1436,4100,1750,10500,11/14/2007,15,Thales Alenia Space,France,Guiana Space Center,Ariane 5,2007-056A,32293
Star 1 C2,Brazil,Star One (SES [Société Européenne des Satellites (SES)]),Brazil,Commercial,Communications,,GEO,,-69.93,35776,35796,0.000237,0.06,1436.1,4100,1750,,4/18/2008,,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2008-018B,32768
Star 1 C3,Brazil,Star One (SES [Société Européenne des Satellites (SES)]),Brazil,Commercial,Communications,,GEO,,-75,35791,35848,0.000676,0.02,1437.78,3225,1402,,11/10/2012,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2012-062A,38991
Star 1 C4,NR,Star One (SES [Société Européenne des Satellites (SES)]),Brazil,Commercial,Communications,,GEO,,-70,35786,35801,0.000178,0,1436.1,5634,,15600,7/15/2015,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2015-034B,40733
STARE-B,USA,National Reconaissance Office,USA,Military,Space Science,,LEO,Non-Polar Inclined,0,500,506,0.000436,40.5,94.6,3,,,11/19/2013,,Lawrence Livermore National Laboratory,USA,Wallops Island Flight Facility,Minotaur 1,2013-064T,39397
USA 217,USA,USAF Space Test Program,USA,Military,Technology Development,,LEO,Polar,0,650,650,0,72,97.73,180,,,11/20/2010,1 yr.,Ball Aerospace,USA,Kodiak Launch Complex,Minotaur 4,2010-062A,37222
STPSat-3,USA,US Air Force,USA,Military,Technology Development,,LEO,Non-Polar Inclined,0,497,507,0.000728,40.51,94.66,137,,,11/19/2013,3,Ball Aerospace,USA,Wallops Island Flight Facility,Minotaur 1,2013-064A,39380
STRaND-1,United Kingdom,Surrey Satellite Technology Limited (SSTL),United Kingdom,Commercial,Technology Development,,LEO,Sun-Synchronous,0,772,783,0.000769,98.6,100.4,4,,,2/25/2013,,Surrey Satellite Technology Limited (SSTL),UK,Satish Dhawan Space Center,PSLV,2013-009E,39090
Cosmos 2385,Russia,Ministry of Defense,Russia,Military,Communications,,LEO,Polar,0,1417,1425,0.000513,82.5,114.2,225,,,12/27/2001,3,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Tsyklon 3,2001-058B,27056
Cosmos 2386,Russia,Ministry of Defense,Russia,Military,Communications,,LEO,Polar,0,1415,1419,0.000257,82.5,114.2,225,,,12/27/2001,3,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Tsyklon 3,2001-058C,27057
Cosmos 2390,Russia,Ministry of Defense,Russia,Military,Communications,,LEO,Equatorial,0,1468,1506,0.00242,8.5,115.7,225,,,7/8/2002,3,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,2002-036A,27464
Cosmos 2391,Russia,Ministry of Defense,Russia,Military,Communications,,LEO,Polar,0,1466,1506,0.00255,82.5,115.7,225,,,7/8/2002,3,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,2002-036B,27465
Cosmos 2400,Russia,Ministry of Defense,Russia,Military,Communications,,LEO,Polar,0,1467,1503,0.00229,82.5,115.7,225,,,8/19/2003,3,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,2003-037A,27868
Cosmos 2401,Russia,Ministry of Defense,Russia,Military,Communications,,LEO,Polar,0,1465,1502,0.00236,82.5,115.6,225,,,8/19/2003,3,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,2003-037B,27869
Cosmos 2408,Russia,Ministry of Defense,Russia,Military,Communications,,LEO,Polar,0,1471,1495,0.00153,82.5,115.5,225,,,9/23/2004,3,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,2004-037A,28419
Cosmos 2409,Russia,Ministry of Defense,Russia,Military,Communications,,LEO,Polar,0,1474,1495,0.00134,82.5,115.6,225,,,9/23/2004,3,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M,2004-037B,28420
STSat-2C,South Korea,Korea Aerospace Research Institute (KARI),South Korea,Government,Technology Development,,LEO,Polar,0,298,1482,0.0815,80.28,102.77,93,,160,1/30/2013,2,Korea Advanced Institute of Science and Technology (KAIST),South Korea,Naro Space Center,Naro-1,2013-003A,39068
STSat-3,South Korea,Korea Aerospace Research Institute (KARI),South Korea,Government,Technology Development,,LEO,Sun-Synchronous,0,593,626,0.00236,97.81,96.88,150,,275,11/21/2013,2,Korea Advanced Institute of Science and Technology (KAIST),South Korea,Dombarovsky Air Base,Dnepr,2013-066G,39422
USA 205,USA,Missile Defense Agency (MDA),USA,Military,Technology Development,,LEO,Sun-Synchronous,0,867,879,0.000828,98.93,102.41,,,,5/5/2009,,Northrop Grumman,USA,Vandenberg AFB,Delta 2,2009-023A,34903
USA 208,USA,Missile Defense Agency (MDA),USA,Military,Technology Development,,LEO,Non-Polar Inclined,0,1347,1352,0.000324,58,112.68,2240,1100,,9/25/2009,2-4,Northrop Grumman,USA,Cape Canaveral,Delta 2,2009-052A,35937
USA 209,USA,Missile Defense Agency (MDA),USA,Military,Technology Development,,LEO,Non-Polar Inclined,0,1339,1351,0.000778,58,112.58,2240,1100,,9/25/2009,2-4,Northrop Grumman,USA,Cape Canaveral,Delta 2,2009-052B,35938
Superbird 7,Japan,Sky Perfect JSAT Corporation,Japan,Commercial,Communications,,GEO,,143.77,35778,35794,0.00019,0.12,1436.1,5000,,,8/14/2008,15,Mitsubishi Electric Corporation,Japan,Guiana Space Center,Ariane 5 ECA,2008-038A,33274
Superbird-B2,Japan,Sky Perfect JSAT Corporation,Japan,Commercial,Communications,,GEO,,162.03,35779,35793,0.000166,0.01,1436.09,4051,2160,"5,400 (EOL)",2/18/2000,10,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,2000-012A,26095
Suzaku,Japan,Japan Aerospace Exploration Agency (JAXA)/NASA,Japan/USA,Government,Space Science,,LEO,Non-Polar Inclined,0,548,558,0.000722,31.4,95.7,1600,,500,7/10/2005,5,Japan Aerospace Exploration Agency (JAXA),Japan,Uchinoura Space Center,M5,2005-025A,28773
Swayam,NR,"College of Engineering, Pune",India,Civil,Technology Development,,LEO,Sun-Synchronous,0,500,518,0.00131,97.5,94.7,1,,,6/22/2016,,"College of Engineering, Pune",India,Satish Dhawan Space Center,PSLV XL,2016-040J,41607
SWARM-A,ESA,European Space Agency (ESA),ESA,Government,Earth Observation,Earth Science,LEO,Polar,0,473,476,0.000219,87.3,93.9,468,369,608,11/22/2013,4,Astrium,France,Plesetsk Cosmodrome,Rokot,2013-067B,39452
SWARM-B,ESA,European Space Agency (ESA),ESA,Government,Earth Observation,Earth Science,LEO,Polar,0,473,476,0.000219,87.3,93.9,468,369,608,11/22/2013,4,Astrium,France,Plesetsk Cosmodrome,Rokot,2013-067A,39451
SWARM-C,ESA,European Space Agency (ESA),ESA,Government,Earth Observation,Earth Science,LEO,Polar,0,486,496,0.000729,87.5,94,468,369,608,11/22/2013,4,Astrium,France,Plesetsk Cosmodrome,Rokot,2013-067C,39453
Swift,USA,Goddard Space Flight Center/Penn State University,USA/United Kingdom/Italy,Government/Civil,Space Science,,LEO,Non-Polar Inclined,0,571,590,0.00137,20.6,96.3,1463,,1040,11/20/2004,7,Spectrum Astro (General Dynamics),USA,Cape Canaveral,Delta 7320,2004-047A,28485
SwissCube,NR,Ecole Polytechnique Fédérale de Lausanne (EPFL),Switzerland,Civil,Technology Development,,LEO,Sun-Synchronous,0,710,720,0.000706,98.3,99.1,1,,,9/23/2009,.25-1 yr.,Ecole Polytechnique Fédérale de Lausanne (EPFL),Switzerland,Satish Dhawan Space Center,PSLV,2009-051B,35932
Syracuse 3A,France,Defense Ministry,France,Military,Communications,,GEO,,47.05,35778,35792,0.000166,0,1436.06,3725,1650,5640,10/13/2005,12,Alcatel Alenia Space,France/Italy,Guiana Space Center,Ariane 5,2005-041B,28885
Syracuse 3B,France,Defense Ministry,France,Military,Communications,,GEO,,-5.17,35772,35801,0.000344,0.03,1436.09,3750,1658,,8/11/2006,12,Alcatel Alenia Space,France/Italy,Guiana Space Center,Ariane 5,2006-033B,29273
TacSat 4,USA,Naval Research Laboratory,USA,Military,Technology Development,,Elliptical,Molniya,0,658,11836,0.443,63.64,235.16,450,,1000,9/27/2011,,Naval Research Laboratory/Johns Hopkins University Applied Physics Laboratory,USA,Kodiak Launch Complex,Minotaur 4,2011-052A,37818
TacSat 6,NR,Operational Responsive Space (ORS) Office,USA,Military,Technology Development,,LEO,Polar,0,443,886,0.0315,120.3,98,,,,,,Air Force Research Laboratory (AFRL),USA,Vandenberg AFB,Atlas 5,2013-072M,39473
TanDEM-X,Germany,German Aerospace Center (DLR)/Astrium,Germany,Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,507,510,0.000218,97.4,94.8,1350,,,6/21/2010,5,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,2010-030A,36605
Tango,ESA,European Space Agency (and 250 international scientific investigators),ESA,Government,Space Science,,Elliptical,Deep Highly Eccentric,0,17313,120961,0.686,90.7,3442,1200,478,220,8/9/2000,4,Dornier Systems (Astrium) and 35 subcontractors,International,Baikonur Cosmodrome,Soyuz,2000-045B,26464
TDRS-10,USA,National Aeronautics and Space Administration (NASA),USA,Government,Communications,,GEO,,-40.75,35768,35802,0.000403,1.64,1436.04,3180,1600,"2,300 (EOL)",12/4/2002,11,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A,2002-055A,27566
TDRS-11,USA,National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,USA,Government,Communications,,GEO,,-171,35732,35844,0.00133,7,1436.18,3454,1600,"2,300 (EOL)",1/31/2013,15,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2013-004A,39070
TDRS-12,USA,National Aeronautics and Space Administration (NASA),USA,Government,Communications,,GEO,,,35780,35785,5.93E-05,6.99,1435.88,3454,1600,"3,500 (EOL)",1/23/2014,15,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2014-004A,39504
TDRS-3,USA,National Aeronautics and Space Administration (NASA),USA,Government,Communications,,GEO,,84.41,35693,35878,0.00219,11.53,1436.06,3180,1600,1800,9/29/1988,10,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 26),1988-091B,19548
TDRS-5,USA,SES Americom (SES [Société Européenne des Satellites (SES)]),USA,Government/Commercial,Communications,,GEO,,-167.14,35773,35796,0.000273,9.4,1436.99,3180,1600,1800,8/2/1991,10,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 43),1991-054B,21639
TDRS-6,USA,NASA/SES Americom (SES [Société Européenne des Satellites (SES)]),USA,Government/Commercial,Communications,,GEO,,-171.35,35773,35787,0.000166,8.74,1435.7,3180,1600,1800,1/13/1993,10,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 54),1993-003B,22314
TDRS-7,USA,National Aeronautics and Space Administration (NASA),USA,Government,Communications,,GEO,,-150.53,35767,35803,0.000427,10.6,1436.04,3180,1600,1800,7/13/1995,10,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 70),1995-035B,23613
TDRS-8,USA,National Aeronautics and Space Administration (NASA),USA,Government,Communications,,GEO,,88.76,35768,35808,0.000474,0.9,1436.2,3180,1600,"2,300 (EOL)",6/30/2000,11,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A,2000-034A,26388
TDRS-9,USA,National Aeronautics and Space Administration (NASA),USA,Government,Communications,,GEO,,-62.43,35768,35809,0.000486,0.02,1436.11,3180,1600,"2,300 (EOL)",3/8/2002,11,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A,2002-011A,27389
TechDemoSat-1,United Kingdom,Technology Strategy Board,United Kingdom,Government,Technology Development,,LEO,Sun-Synchronous,0,625,631,0.000429,98.4,97.27,150,,,7/8/2014,,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,Baikonur Cosmodrome,Soyuz-2.1b,2014-037H,40076
TecSAR,NR,Defense Ministry,Israel,Military,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,0,405,580,0.0128,41.03,94.5,300,260,,1/21/2008,,Israel Aerospace Industries (IAI),Israel,Satish Dhawan Space Center,PSLV C10,2008-002A,32476
TeLEOS 1,NR,AgilSpace,Singapore,Commercial,Earth Observation,Optical Imaging,LEO,Equatorial,0,535,550,0.00108,15,95.5,400,,,12/16/2015,5,ST Electronics Ltd.,Singapore,Satish Dhawan Space Center,PSLV C29,2015-077D,41169
Telkom 1,Indonesia,PT Telkomunikasi,Indonesia,Commercial,Communications,,GEO,,108.01,35778,35796,0.000213,0.02,1436.13,2763,"1,700 (BOL)",4000,8/12/1999,15,Lockheed Martin Missiles and Space,USA,Guiana Space Center,Ariane 44P,1999-042A,25880
Telkom 2,Indonesia,PT Telkomunikasi,Indonesia,Commercial,Communications,,GEO,,118.02,35781,35793,0.000142,0.04,1436.1,1930,899,,11/16/2005,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2005-046A,28902
Telstar 11N,NR,"Telesat Canada Ltd. (BCE, Inc.)",Canada,Commercial,Communications,,GEO,,-37.05,35774,35801,0.00032,0.04,1436.13,4010,,,2/26/2009,15,Space Systems/Loral,USA,Sea Launch (Odyssey),Zenit 3SLB,2009-009A,34111
Telstar 12,USA,Eutelsat -- leased from Loral Skynet Satellite Services (Loral Global Alliance) ,Multinational,Commercial,Communications,,GEO,,-14.99,35773,35799,0.000308,0.05,1436.09,3878,1900,10600,10/19/1999,13,Space Systems/Loral,USA,Guiana Space Center,Ariane 44LP,1999-059A,25949
Telstar 12V,NR,"Telesatd Canada Ltd. (BCE, Inc.)",Canada,Commercial,Communications,,GEO,,-15,35645,35727,0.000975,0.1,1436.1,4900,,,11/24/2015,15,Airbus Defense and Space,France/UK/Germany/Spain,Tanegashima Space Center,H-2A,2015-068A,41036
Telstar 14R,Brazil,"Telesat Canada Ltd. (BCE, Inc.)",Canada,Commercial,Communications,,GEO,,-63,35783,35791,9.49E-05,0.02,1436.1,4970,2150,12000,5/20/2011,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton,2011-021A,37602
Telstar 18,NR,Loral Skynet Satellite Services (Loral Global Alliance)/APT Satellite Holdings Ltd.,Multinational,Commercial,Communications,,GEO,,138.04,35778,35795,0.000202,0.01,1436.1,4640,2500,"16,000 (EOL)",6/29/2004,13,Space Systems/Loral,USA,Sea Launch (Odyssey),Zenit 3SL,2004-024A,28364
TerraSAR X 1,Germany,German Aerospace Center (DLR)/Infoterra,Germany,Government/Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,507,509,0.000145,97.5,94.8,1230,,,6/15/2007,5,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,2007-026A,31698
TerraStar 1,USA,TerraStar Corporation,USA,Commercial,Communications,,GEO,,-111,35783,35791,9.49E-05,5.94,1436.11,6910,,,7/1/2009,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2009-035A,35496
TET-1,Germany,German Aerospace Center,Germany,Commercial,Technology Development,,LEO,Sun-Synchronous,0,501,505,0.000291,97.5,94.7,120,,20,7/22/2012,1 yr.,Kayser-Threde GmbH,Germany,Baikonur Cosmodrome,Soyuz-Fregat,2012-039D,38710
